instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
9768706,38159,EICHERMOT17FEB22750CE,,1210.25,2017-02-23,22750.0,0.05,25,CE,NFO-OPT,NFO
16432898,64191,JSWSTEEL17MAR130PE,,0.3,2017-03-30,130.0,0.05,3000,PE,NFO-OPT,NFO
16433154,64192,JSWSTEEL17MAR135CE,,56.25,2017-03-30,135.0,0.05,3000,CE,NFO-OPT,NFO
16433410,64193,JSWSTEEL17MAR135PE,,0.5,2017-03-30,135.0,0.05,3000,PE,NFO-OPT,NFO
17056770,66628,NIFTY17JUN11400PE,,2658.65,2017-06-29,11400.0,0.05,75,PE,NFO-OPT,NFO
17425154,68067,JSWSTEEL17JAN95CE,,94.1,2017-01-25,95.0,0.05,3000,CE,NFO-OPT,NFO
17425410,68068,JSWSTEEL17JAN95PE,,0.05,2017-01-25,95.0,0.05,3000,PE,NFO-OPT,NFO
19726594,77057,SUNPHARMA17MAR420PE,,0.05,2017-03-30,420.0,0.05,700,PE,NFO-OPT,NFO
19728386,77064,SUNPHARMA17MAR500CE,,160.65,2017-03-30,500.0,0.05,700,CE,NFO-OPT,NFO
19729154,77067,SUNPHARMA17MAR520PE,,1.6,2017-03-30,520.0,0.05,700,PE,NFO-OPT,NFO
19729666,77069,SUNPHARMA17MAR540PE,,3.0,2017-03-30,540.0,0.05,700,PE,NFO-OPT,NFO
19729922,77070,SUNPHARMA17MAR560CE,,105.9,2017-03-30,560.0,0.05,700,CE,NFO-OPT,NFO
19730178,77071,SUNPHARMA17MAR560PE,,5.2,2017-03-30,560.0,0.05,700,PE,NFO-OPT,NFO
19730434,77072,SUNPHARMA17MAR580CE,,89.45,2017-03-30,580.0,0.05,700,CE,NFO-OPT,NFO
19730690,77073,SUNPHARMA17MAR580PE,,8.45,2017-03-30,580.0,0.05,700,PE,NFO-OPT,NFO
19730946,77074,SUNPHARMA17MAR600CE,,74.3,2017-03-30,600.0,0.05,700,CE,NFO-OPT,NFO
19731202,77075,SUNPHARMA17MAR600PE,,13.05,2017-03-30,600.0,0.05,700,PE,NFO-OPT,NFO
19731458,77076,SUNPHARMA17MAR620CE,,60.65,2017-03-30,620.0,0.05,700,CE,NFO-OPT,NFO
19732482,77080,SUNPHARMA17MAR660CE,,38.35,2017-03-30,660.0,0.05,700,CE,NFO-OPT,NFO
19732738,77081,SUNPHARMA17MAR660PE,,36.25,2017-03-30,660.0,0.05,700,PE,NFO-OPT,NFO
19732994,77082,SUNPHARMA17MAR680CE,,29.7,2017-03-30,680.0,0.05,700,CE,NFO-OPT,NFO
19733250,77083,SUNPHARMA17MAR680PE,,47.35,2017-03-30,680.0,0.05,700,PE,NFO-OPT,NFO
19733506,77084,SUNPHARMA17MAR700CE,,22.6,2017-03-30,700.0,0.05,700,CE,NFO-OPT,NFO
19733762,77085,SUNPHARMA17MAR700PE,,59.95,2017-03-30,700.0,0.05,700,PE,NFO-OPT,NFO
19734018,77086,SUNPHARMA17MAR720CE,,16.9,2017-03-30,720.0,0.05,700,CE,NFO-OPT,NFO
19734786,77089,SUNPHARMA17MAR740PE,,89.3,2017-03-30,740.0,0.05,700,PE,NFO-OPT,NFO
19735042,77090,SUNPHARMA17MAR760CE,,9.05,2017-03-30,760.0,0.05,700,CE,NFO-OPT,NFO
19735298,77091,SUNPHARMA17MAR760PE,,105.55,2017-03-30,760.0,0.05,700,PE,NFO-OPT,NFO
19735554,77092,SUNPHARMA17MAR780CE,,6.45,2017-03-30,780.0,0.05,700,CE,NFO-OPT,NFO
19735810,77093,SUNPHARMA17MAR780PE,,122.7,2017-03-30,780.0,0.05,700,PE,NFO-OPT,NFO
19736066,77094,SUNPHARMA17MAR800CE,,4.55,2017-03-30,800.0,0.05,700,CE,NFO-OPT,NFO
19736322,77095,SUNPHARMA17MAR800PE,,140.55,2017-03-30,800.0,0.05,700,PE,NFO-OPT,NFO
19736578,77096,SUNPHARMA17MAR820CE,,3.15,2017-03-30,820.0,0.05,700,CE,NFO-OPT,NFO
19737346,77099,SUNPHARMA17MAR840PE,,177.6,2017-03-30,840.0,0.05,700,PE,NFO-OPT,NFO
19737602,77100,SUNPHARMA17MAR860CE,,1.45,2017-03-30,860.0,0.05,700,CE,NFO-OPT,NFO
19737858,77101,SUNPHARMA17MAR860PE,,196.65,2017-03-30,860.0,0.05,700,PE,NFO-OPT,NFO
19738114,77102,SUNPHARMA17MAR880CE,,1.0,2017-03-30,880.0,0.05,700,CE,NFO-OPT,NFO
19738370,77103,SUNPHARMA17MAR880PE,,215.9,2017-03-30,880.0,0.05,700,PE,NFO-OPT,NFO
19738626,77104,SUNPHARMA17MAR900CE,,0.6,2017-03-30,900.0,0.05,700,CE,NFO-OPT,NFO
19740162,77110,SUNTV17MAR320CE,,215.7,2017-03-30,320.0,0.05,2000,CE,NFO-OPT,NFO
19740418,77111,SUNTV17MAR320PE,,0.2,2017-03-30,320.0,0.05,2000,PE,NFO-OPT,NFO
17057026,66629,NIFTY17DEC11400CE,,22.15,2017-12-28,11400.0,0.05,75,CE,NFO-OPT,NFO
9771266,38169,ANDHRABANK17FEB22.5CE,,27.0,2017-02-23,22.5,0.05,10000,CE,NFO-OPT,NFO
17709058,69176,KPIT17JAN140PE,,3.5,2017-01-25,140.0,0.05,4000,PE,NFO-OPT,NFO
17709314,69177,KPIT17JAN145CE,,3.45,2017-01-25,145.0,0.05,4000,CE,NFO-OPT,NFO
17709826,69179,KPIT17JAN150CE,,2.3,2017-01-25,150.0,0.05,4000,CE,NFO-OPT,NFO
17710082,69180,KPIT17JAN150PE,,8.1,2017-01-25,150.0,0.05,4000,PE,NFO-OPT,NFO
17710850,69183,KPIT17JAN160CE,,0.05,2017-01-25,160.0,0.05,4000,CE,NFO-OPT,NFO
20381954,79617,MCDOWELL-N17JAN2350PE,,427.4,2017-01-25,2350.0,0.05,250,PE,NFO-OPT,NFO
19743234,77122,SUNTV17MAR440CE,,106.2,2017-03-30,440.0,0.05,2000,CE,NFO-OPT,NFO
19743490,77123,SUNTV17MAR440PE,,9.05,2017-03-30,440.0,0.05,2000,PE,NFO-OPT,NFO
19743746,77124,SUNTV17MAR460CE,,90.95,2017-03-30,460.0,0.05,2000,CE,NFO-OPT,NFO
19746306,77134,SUNTV17MAR560CE,,35.5,2017-03-30,560.0,0.05,2000,CE,NFO-OPT,NFO
19746562,77135,SUNTV17MAR560PE,,56.7,2017-03-30,560.0,0.05,2000,PE,NFO-OPT,NFO
19746818,77136,SUNTV17MAR580CE,,28.5,2017-03-30,580.0,0.05,2000,CE,NFO-OPT,NFO
9902850,38683,MRF17JAN51250PE,,652.35,2017-01-25,51250.0,0.05,15,PE,NFO-OPT,NFO
17430018,68086,JSWSTEEL17JAN110PE,,0.05,2017-01-25,110.0,0.05,3000,PE,NFO-OPT,NFO
19740674,77112,SUNTV17MAR340CE,,196.25,2017-03-30,340.0,0.05,2000,CE,NFO-OPT,NFO
19740930,77113,SUNTV17MAR340PE,,0.45,2017-03-30,340.0,0.05,2000,PE,NFO-OPT,NFO
19741186,77114,SUNTV17MAR360CE,,177.05,2017-03-30,360.0,0.05,2000,CE,NFO-OPT,NFO
19741442,77115,SUNTV17MAR360PE,,1.0,2017-03-30,360.0,0.05,2000,PE,NFO-OPT,NFO
19744002,77125,SUNTV17MAR460PE,,13.55,2017-03-30,460.0,0.05,2000,PE,NFO-OPT,NFO
19747074,77137,SUNTV17MAR580PE,,69.45,2017-03-30,580.0,0.05,2000,PE,NFO-OPT,NFO
20378882,79605,MCDOWELL-N17JAN2050PE,,130.9,2017-01-25,2050.0,0.05,250,PE,NFO-OPT,NFO
20379138,79606,MCDOWELL-N17JAN2100CE,,4.45,2017-01-25,2100.0,0.05,250,CE,NFO-OPT,NFO
20379394,79607,MCDOWELL-N17JAN2100PE,,178.7,2017-01-25,2100.0,0.05,250,PE,NFO-OPT,NFO
20379650,79608,MCDOWELL-N17JAN2150CE,,0.2,2017-01-25,2150.0,0.05,250,CE,NFO-OPT,NFO
20379906,79609,MCDOWELL-N17JAN2150PE,,228.0,2017-01-25,2150.0,0.05,250,PE,NFO-OPT,NFO
20380162,79610,MCDOWELL-N17JAN2200CE,,0.05,2017-01-25,2200.0,0.05,250,CE,NFO-OPT,NFO
20380418,79611,MCDOWELL-N17JAN2200PE,,277.75,2017-01-25,2200.0,0.05,250,PE,NFO-OPT,NFO
20380674,79612,MCDOWELL-N17JAN2250CE,,0.05,2017-01-25,2250.0,0.05,250,CE,NFO-OPT,NFO
20380930,79613,MCDOWELL-N17JAN2250PE,,327.6,2017-01-25,2250.0,0.05,250,PE,NFO-OPT,NFO
20381186,79614,MCDOWELL-N17JAN2300CE,,0.05,2017-01-25,2300.0,0.05,250,CE,NFO-OPT,NFO
20381442,79615,MCDOWELL-N17JAN2300PE,,377.5,2017-01-25,2300.0,0.05,250,PE,NFO-OPT,NFO
20381698,79616,MCDOWELL-N17JAN2350CE,,0.05,2017-01-25,2350.0,0.05,250,CE,NFO-OPT,NFO
20382210,79618,MCDOWELL-N17JAN2400CE,,0.05,2017-01-25,2400.0,0.05,250,CE,NFO-OPT,NFO
20382466,79619,MCDOWELL-N17JAN2400PE,,477.3,2017-01-25,2400.0,0.05,250,PE,NFO-OPT,NFO
19741698,77116,SUNTV17MAR380CE,,158.25,2017-03-30,380.0,0.05,2000,CE,NFO-OPT,NFO
19742978,77121,SUNTV17MAR420PE,,5.75,2017-03-30,420.0,0.05,2000,PE,NFO-OPT,NFO
19744258,77126,SUNTV17MAR480CE,,77.0,2017-03-30,480.0,0.05,2000,CE,NFO-OPT,NFO
20382722,79620,MCDOWELL-N17JAN2450CE,,0.05,2017-01-25,2450.0,0.05,250,CE,NFO-OPT,NFO
20382978,79621,MCDOWELL-N17JAN2450PE,,527.2,2017-01-25,2450.0,0.05,250,PE,NFO-OPT,NFO
17430274,68087,JSWSTEEL17JAN115CE,,74.15,2017-01-25,115.0,0.05,3000,CE,NFO-OPT,NFO
17430530,68088,JSWSTEEL17JAN115PE,,0.05,2017-01-25,115.0,0.05,3000,PE,NFO-OPT,NFO
17711618,69186,KPIT17JAN165PE,,22.6,2017-01-25,165.0,0.05,4000,PE,NFO-OPT,NFO
19744514,77127,SUNTV17MAR480PE,,19.3,2017-03-30,480.0,0.05,2000,PE,NFO-OPT,NFO
9903106,38684,NCC17JAN50CE,,33.9,2017-01-25,50.0,0.05,8000,CE,NFO-OPT,NFO
9908994,38707,CADILAHC17FEB210CE,,141.35,2017-02-23,210.0,0.05,1600,CE,NFO-OPT,NFO
9909506,38709,BPCL17FEB400CE,,260.5,2017-02-23,400.0,0.05,1200,CE,NFO-OPT,NFO
17711874,69187,KPIT17JAN170CE,,0.05,2017-01-25,170.0,0.05,4000,CE,NFO-OPT,NFO
17712130,69188,KPIT17JAN170PE,,27.6,2017-01-25,170.0,0.05,4000,PE,NFO-OPT,NFO
17712386,69189,KPIT17JAN175CE,,0.05,2017-01-25,175.0,0.05,4000,CE,NFO-OPT,NFO
17712898,69191,KPIT17JAN180CE,,0.05,2017-01-25,180.0,0.05,4000,CE,NFO-OPT,NFO
20384514,79627,MCDOWELL-N17JAN2600PE,,676.9,2017-01-25,2600.0,0.05,250,PE,NFO-OPT,NFO
20384770,79628,MCDOWELL-N17JAN2650CE,,0.05,2017-01-25,2650.0,0.05,250,CE,NFO-OPT,NFO
9960706,38909,ADANIPOWER17JAN57.5PE,,21.25,2017-01-25,57.5,0.05,20000,PE,NFO-OPT,NFO
9960962,38910,ADANIPOWER17FEB57.5CE,,0.05,2017-02-23,57.5,0.05,20000,CE,NFO-OPT,NFO
19747330,77138,SUNTV17MAR600CE,,22.7,2017-03-30,600.0,0.05,2000,CE,NFO-OPT,NFO
19748354,77142,IOC17FEB205PE,,0.05,2017-02-23,205.0,0.05,3000,PE,NFO-OPT,NFO
17435394,68107,JSWSTEEL17JAN165CE,,25.5,2017-01-25,165.0,0.05,3000,CE,NFO-OPT,NFO
17435650,68108,JSWSTEEL17JAN165PE,,0.55,2017-01-25,165.0,0.05,3000,PE,NFO-OPT,NFO
19749122,77145,IOC17FEB215CE,,138.05,2017-02-23,215.0,0.05,3000,CE,NFO-OPT,NFO
19749890,77148,IOC17FEB220PE,,0.05,2017-02-23,220.0,0.05,3000,PE,NFO-OPT,NFO
19751426,77154,IOC17FEB235PE,,0.05,2017-02-23,235.0,0.05,3000,PE,NFO-OPT,NFO
19753218,77161,IOC17FEB255CE,,98.4,2017-02-23,255.0,0.05,3000,CE,NFO-OPT,NFO
19753474,77162,IOC17FEB255PE,,0.05,2017-02-23,255.0,0.05,3000,PE,NFO-OPT,NFO
20383234,79622,MCDOWELL-N17JAN2500CE,,0.05,2017-01-25,2500.0,0.05,250,CE,NFO-OPT,NFO
17434882,68105,JSWSTEEL17JAN160CE,,29.35,2017-01-25,160.0,0.05,3000,CE,NFO-OPT,NFO
17435138,68106,JSWSTEEL17JAN160PE,,0.35,2017-01-25,160.0,0.05,3000,PE,NFO-OPT,NFO
20383490,79623,MCDOWELL-N17JAN2500PE,,577.1,2017-01-25,2500.0,0.05,250,PE,NFO-OPT,NFO
20383746,79624,MCDOWELL-N17JAN2550CE,,0.05,2017-01-25,2550.0,0.05,250,CE,NFO-OPT,NFO
20384002,79625,MCDOWELL-N17JAN2550PE,,627.0,2017-01-25,2550.0,0.05,250,PE,NFO-OPT,NFO
20384258,79626,MCDOWELL-N17JAN2600CE,,0.05,2017-01-25,2600.0,0.05,250,CE,NFO-OPT,NFO
17435906,68109,JSWSTEEL17JAN170CE,,20.95,2017-01-25,170.0,0.05,3000,CE,NFO-OPT,NFO
17436162,68110,JSWSTEEL17JAN170PE,,0.85,2017-01-25,170.0,0.05,3000,PE,NFO-OPT,NFO
17436418,68111,JSWSTEEL17JAN175CE,,15.75,2017-01-25,175.0,0.05,3000,CE,NFO-OPT,NFO
17436674,68112,JSWSTEEL17JAN175PE,,1.45,2017-01-25,175.0,0.05,3000,PE,NFO-OPT,NFO
17436930,68113,JSWSTEEL17JAN180CE,,11.2,2017-01-25,180.0,0.05,3000,CE,NFO-OPT,NFO
17437186,68114,JSWSTEEL17JAN180PE,,2.4,2017-01-25,180.0,0.05,3000,PE,NFO-OPT,NFO
20797442,81240,JSWSTEEL17FEB125CE,,64.85,2017-02-23,125.0,0.05,3000,CE,NFO-OPT,NFO
20797954,81242,JSWSTEEL17FEB130CE,,59.9,2017-02-23,130.0,0.05,3000,CE,NFO-OPT,NFO
20798466,81244,JSWSTEEL17FEB135CE,,55.0,2017-02-23,135.0,0.05,3000,CE,NFO-OPT,NFO
21881602,85475,NIITTECH17JAN260PE,,0.05,2017-01-25,260.0,0.05,1500,PE,NFO-OPT,NFO
17440002,68125,JSWSTEEL17JAN210CE,,1.0,2017-01-25,210.0,0.05,3000,CE,NFO-OPT,NFO
17440258,68126,JSWSTEEL17JAN210PE,,21.35,2017-01-25,210.0,0.05,3000,PE,NFO-OPT,NFO
17440514,68127,JSWSTEEL17JAN215CE,,0.65,2017-01-25,215.0,0.05,3000,CE,NFO-OPT,NFO
19754242,77165,IOC17FEB265CE,,88.6,2017-02-23,265.0,0.05,3000,CE,NFO-OPT,NFO
19756034,77172,SUNTV17MAR600PE,,83.35,2017-03-30,600.0,0.05,2000,PE,NFO-OPT,NFO
19756546,77174,SUNTV17MAR620PE,,98.35,2017-03-30,620.0,0.05,2000,PE,NFO-OPT,NFO
20793858,81226,JSWSTEEL17FEB90CE,,99.6,2017-02-23,90.0,0.05,3000,CE,NFO-OPT,NFO
20794114,81227,JSWSTEEL17FEB90PE,,0.05,2017-02-23,90.0,0.05,3000,PE,NFO-OPT,NFO
20794370,81228,JSWSTEEL17FEB95CE,,94.65,2017-02-23,95.0,0.05,3000,CE,NFO-OPT,NFO
20794626,81229,JSWSTEEL17FEB95PE,,0.05,2017-02-23,95.0,0.05,3000,PE,NFO-OPT,NFO
20794882,81230,JSWSTEEL17FEB100CE,,89.65,2017-02-23,100.0,0.05,3000,CE,NFO-OPT,NFO
20795138,81231,JSWSTEEL17FEB100PE,,0.05,2017-02-23,100.0,0.05,3000,PE,NFO-OPT,NFO
20795394,81232,JSWSTEEL17FEB105CE,,84.7,2017-02-23,105.0,0.05,3000,CE,NFO-OPT,NFO
20795650,81233,JSWSTEEL17FEB105PE,,0.05,2017-02-23,105.0,0.05,3000,PE,NFO-OPT,NFO
20795906,81234,JSWSTEEL17FEB110CE,,79.75,2017-02-23,110.0,0.05,3000,CE,NFO-OPT,NFO
20796418,81236,JSWSTEEL17FEB115CE,,74.8,2017-02-23,115.0,0.05,3000,CE,NFO-OPT,NFO
20796674,81237,JSWSTEEL17FEB115PE,,0.05,2017-02-23,115.0,0.05,3000,PE,NFO-OPT,NFO
20796162,81235,JSWSTEEL17FEB110PE,,0.05,2017-02-23,110.0,0.05,3000,PE,NFO-OPT,NFO
20796930,81238,JSWSTEEL17FEB120CE,,69.8,2017-02-23,120.0,0.05,3000,CE,NFO-OPT,NFO
20797186,81239,JSWSTEEL17FEB120PE,,0.05,2017-02-23,120.0,0.05,3000,PE,NFO-OPT,NFO
20797698,81241,JSWSTEEL17FEB125PE,,0.05,2017-02-23,125.0,0.05,3000,PE,NFO-OPT,NFO
20798210,81243,JSWSTEEL17FEB130PE,,0.05,2017-02-23,130.0,0.05,3000,PE,NFO-OPT,NFO
20798722,81245,JSWSTEEL17FEB135PE,,0.1,2017-02-23,135.0,0.05,3000,PE,NFO-OPT,NFO
21881858,85476,NIITTECH17JAN270CE,,155.9,2017-01-25,270.0,0.05,1500,CE,NFO-OPT,NFO
10019330,39138,EICHERMOT17JAN22950CE,,547.3,2017-01-25,22950.0,0.05,25,CE,NFO-OPT,NFO
10019586,39139,EICHERMOT17JAN22950PE,,655.3,2017-01-25,22950.0,0.05,25,PE,NFO-OPT,NFO
10028290,39173,TCS17FEB1150PE,,0.05,2017-02-23,1150.0,0.05,250,PE,NFO-OPT,NFO
10028546,39174,UBL17FEB480CE,,350.35,2017-02-23,480.0,0.05,700,CE,NFO-OPT,NFO
10033666,39194,BANKNIFTY09FEB1717100PE,,8.4,2017-02-09,17100.0,0.05,40,PE,NFO-OPT,NFO
17440770,68128,JSWSTEEL17JAN215PE,,26.0,2017-01-25,215.0,0.05,3000,PE,NFO-OPT,NFO
17441026,68129,JSWSTEEL17JAN220CE,,0.4,2017-01-25,220.0,0.05,3000,CE,NFO-OPT,NFO
17441282,68130,JSWSTEEL17JAN220PE,,30.85,2017-01-25,220.0,0.05,3000,PE,NFO-OPT,NFO
17441538,68131,JSWSTEEL17JAN225CE,,0.1,2017-01-25,225.0,0.05,3000,CE,NFO-OPT,NFO
19756290,77173,SUNTV17MAR620CE,,17.95,2017-03-30,620.0,0.05,2000,CE,NFO-OPT,NFO
17442818,68136,JSWSTEEL17JAN225PE,,35.75,2017-01-25,225.0,0.05,3000,PE,NFO-OPT,NFO
10033922,39195,BANKNIFTY09FEB1717200CE,,1804.95,2017-02-09,17200.0,0.05,40,CE,NFO-OPT,NFO
10035202,39200,S&P50017MAR2170CE,,126.95,2017-03-17,2170.0,0.05,250,CE,NFO-OPT,NFO
10042370,39228,BANKNIFTY09FEB1717700CE,,1336.85,2017-02-09,17700.0,0.05,40,CE,NFO-OPT,NFO
19756802,77175,SUNTV17MAR640CE,,14.05,2017-03-30,640.0,0.05,2000,CE,NFO-OPT,NFO
19770626,77229,SYNDIBANK17MAR32.5CE,,32.5,2017-03-30,32.5,0.05,9000,CE,NFO-OPT,NFO
19770882,77230,SYNDIBANK17MAR32.5PE,,0.05,2017-03-30,32.5,0.05,9000,PE,NFO-OPT,NFO
19771394,77232,SYNDIBANK17MAR35PE,,0.05,2017-03-30,35.0,0.05,9000,PE,NFO-OPT,NFO
19774978,77246,SYNDIBANK17MAR37.5CE,,27.55,2017-03-30,37.5,0.05,9000,CE,NFO-OPT,NFO
19793922,77320,SYNDIBANK17MAR40PE,,0.05,2017-03-30,40.0,0.05,9000,PE,NFO-OPT,NFO
19794178,77321,SYNDIBANK17MAR42.5CE,,22.65,2017-03-30,42.5,0.05,9000,CE,NFO-OPT,NFO
19803906,77359,SYNDIBANK17MAR42.5PE,,0.05,2017-03-30,42.5,0.05,9000,PE,NFO-OPT,NFO
20800002,81250,JSWSTEEL17FEB150CE,,40.55,2017-02-23,150.0,0.05,3000,CE,NFO-OPT,NFO
20800770,81253,JSWSTEEL17FEB155PE,,0.9,2017-02-23,155.0,0.05,3000,PE,NFO-OPT,NFO
14712066,57469,ENGINERSIN17JAN105PE,,0.05,2017-01-25,105.0,0.05,7000,PE,NFO-OPT,NFO
14712322,57470,ENGINERSIN17JAN110CE,,44.65,2017-01-25,110.0,0.05,7000,CE,NFO-OPT,NFO
14712578,57471,ENGINERSIN17JAN110PE,,0.05,2017-01-25,110.0,0.05,7000,PE,NFO-OPT,NFO
10246914,40027,PAGEIND17FEB14800CE,,514.75,2017-02-23,14800.0,0.05,50,CE,NFO-OPT,NFO
10351874,40437,ALBK17JAN32.5PE,,0.05,2017-01-25,32.5,0.05,10000,PE,NFO-OPT,NFO
10364674,40487,MRF17FEB53000CE,,3220.45,2017-02-23,53000.0,0.05,15,CE,NFO-OPT,NFO
10371074,40512,MRF17FEB53350PE,,2637.9,2017-02-23,53350.0,0.05,15,PE,NFO-OPT,NFO
10383106,40559,NIFTY18DEC4300CE,,4624.2,2018-12-27,4300.0,0.05,75,CE,NFO-OPT,NFO
14716162,57485,GAIL17MAR610CE,,0.15,2017-03-30,610.0,0.05,1500,CE,NFO-OPT,NFO
17719810,69218,MRF17MAR48150CE,,7321.35,2017-03-30,48150.0,0.05,15,CE,NFO-OPT,NFO
17720578,69221,MRF17MAR48200PE,,1464.0,2017-03-30,48200.0,0.05,15,PE,NFO-OPT,NFO
17720834,69222,MRF17MAR48250CE,,7251.6,2017-03-30,48250.0,0.05,15,CE,NFO-OPT,NFO
17721090,69223,MRF17MAR48250PE,,1478.5,2017-03-30,48250.0,0.05,15,PE,NFO-OPT,NFO
17721346,69224,MRF17MAR48300CE,,7216.85,2017-03-30,48300.0,0.05,15,CE,NFO-OPT,NFO
19768834,77222,SUNTV17MAR680CE,,8.05,2017-03-30,680.0,0.05,2000,CE,NFO-OPT,NFO
19769090,77223,SUNTV17MAR680PE,,147.85,2017-03-30,680.0,0.05,2000,PE,NFO-OPT,NFO
19771138,77231,SYNDIBANK17MAR35CE,,30.05,2017-03-30,35.0,0.05,9000,CE,NFO-OPT,NFO
19804162,77360,SYNDIBANK17MAR45CE,,20.2,2017-03-30,45.0,0.05,9000,CE,NFO-OPT,NFO
19804418,77361,SYNDIBANK17MAR45PE,,0.05,2017-03-30,45.0,0.05,9000,PE,NFO-OPT,NFO
19804674,77362,SYNDIBANK17MAR47.5CE,,17.75,2017-03-30,47.5,0.05,9000,CE,NFO-OPT,NFO
19814914,77402,SYNDIBANK17MAR47.5PE,,0.05,2017-03-30,47.5,0.05,9000,PE,NFO-OPT,NFO
19815170,77403,SYNDIBANK17MAR50CE,,15.3,2017-03-30,50.0,0.05,9000,CE,NFO-OPT,NFO
19818242,77415,SYNDIBANK17MAR50PE,,0.1,2017-03-30,50.0,0.05,9000,PE,NFO-OPT,NFO
19819010,77418,SYNDIBANK17MAR55CE,,10.7,2017-03-30,55.0,0.05,9000,CE,NFO-OPT,NFO
19821826,77429,SYNDIBANK17MAR55PE,,0.4,2017-03-30,55.0,0.05,9000,PE,NFO-OPT,NFO
19822082,77430,SYNDIBANK17MAR57.5CE,,8.6,2017-03-30,57.5,0.05,9000,CE,NFO-OPT,NFO
20798978,81246,JSWSTEEL17FEB140CE,,50.1,2017-02-23,140.0,0.05,3000,CE,NFO-OPT,NFO
20799234,81247,JSWSTEEL17FEB140PE,,0.15,2017-02-23,140.0,0.05,3000,PE,NFO-OPT,NFO
20799490,81248,JSWSTEEL17FEB145CE,,45.3,2017-02-23,145.0,0.05,3000,CE,NFO-OPT,NFO
20799746,81249,JSWSTEEL17FEB145PE,,0.3,2017-02-23,145.0,0.05,3000,PE,NFO-OPT,NFO
20800258,81251,JSWSTEEL17FEB150PE,,0.55,2017-02-23,150.0,0.05,3000,PE,NFO-OPT,NFO
20800514,81252,JSWSTEEL17FEB155CE,,35.95,2017-02-23,155.0,0.05,3000,CE,NFO-OPT,NFO
20801026,81254,JSWSTEEL17FEB160CE,,31.55,2017-02-23,160.0,0.05,3000,CE,NFO-OPT,NFO
20801282,81255,JSWSTEEL17FEB160PE,,1.45,2017-02-23,160.0,0.05,3000,PE,NFO-OPT,NFO
17721602,69225,MRF17MAR48300PE,,1493.1,2017-03-30,48300.0,0.05,15,PE,NFO-OPT,NFO
10334722,40370,SUNPHARMA17JAN440PE,,0.05,2017-01-25,440.0,0.05,700,PE,NFO-OPT,NFO
10343938,40406,IFCI17FEB50CE,,0.05,2017-02-23,50.0,0.05,22000,CE,NFO-OPT,NFO
10406658,40651,NIFTY18DEC5500CE,,3571.4,2018-12-27,5500.0,0.05,75,CE,NFO-OPT,NFO
19822338,77431,SYNDIBANK17MAR57.5PE,,0.75,2017-03-30,57.5,0.05,9000,PE,NFO-OPT,NFO
20802562,81260,JSWSTEEL17FEB175CE,,19.85,2017-02-23,175.0,0.05,3000,CE,NFO-OPT,NFO
20803586,81264,JSWSTEEL17FEB185CE,,13.7,2017-02-23,185.0,0.05,3000,CE,NFO-OPT,NFO
19836162,77485,SYNDIBANK17MAR60PE,,1.3,2017-03-30,60.0,0.05,9000,PE,NFO-OPT,NFO
20820226,81329,JSWSTEEL17FEB195CE,,8.95,2017-02-23,195.0,0.05,3000,CE,NFO-OPT,NFO
20820482,81330,JSWSTEEL17FEB195PE,,13.6,2017-02-23,195.0,0.05,3000,PE,NFO-OPT,NFO
20820738,81331,JSWSTEEL17FEB200CE,,7.1,2017-02-23,200.0,0.05,3000,CE,NFO-OPT,NFO
20821250,81333,JSWSTEEL17FEB205CE,,5.6,2017-02-23,205.0,0.05,3000,CE,NFO-OPT,NFO
20822274,81337,JSWSTEEL17FEB215CE,,3.3,2017-02-23,215.0,0.05,3000,CE,NFO-OPT,NFO
20823298,81341,JSWSTEEL17FEB225CE,,1.9,2017-02-23,225.0,0.05,3000,CE,NFO-OPT,NFO
20823554,81342,JSWSTEEL17FEB225PE,,36.3,2017-02-23,225.0,0.05,3000,PE,NFO-OPT,NFO
20823810,81343,JSWSTEEL17FEB230CE,,1.25,2017-02-23,230.0,0.05,3000,CE,NFO-OPT,NFO
20824066,81344,JSWSTEEL17FEB230PE,,40.75,2017-02-23,230.0,0.05,3000,PE,NFO-OPT,NFO
21099778,82421,MOTHERSUMI17JAN470PE,,142.55,2017-01-25,470.0,0.05,2500,PE,NFO-OPT,NFO
19836418,77486,SYNDIBANK17MAR62.5CE,,5.05,2017-03-30,62.5,0.05,9000,CE,NFO-OPT,NFO
19836674,77487,SYNDIBANK17MAR62.5PE,,2.15,2017-03-30,62.5,0.05,9000,PE,NFO-OPT,NFO
19836930,77488,SYNDIBANK17MAR65CE,,3.7,2017-03-30,65.0,0.05,9000,CE,NFO-OPT,NFO
19837954,77492,SYNDIBANK17MAR70CE,,1.8,2017-03-30,70.0,0.05,9000,CE,NFO-OPT,NFO
19838210,77493,SYNDIBANK17MAR70PE,,6.25,2017-03-30,70.0,0.05,9000,PE,NFO-OPT,NFO
19838466,77494,SYNDIBANK17MAR72.5CE,,1.2,2017-03-30,72.5,0.05,9000,CE,NFO-OPT,NFO
19838722,77495,SYNDIBANK17MAR72.5PE,,8.15,2017-03-30,72.5,0.05,9000,PE,NFO-OPT,NFO
20801538,81256,JSWSTEEL17FEB165CE,,27.35,2017-02-23,165.0,0.05,3000,CE,NFO-OPT,NFO
